Run,Event,pt1,eta1,phi1,Q1,type1,sigmaEtaEta1,HoverE1,isoTrack1,isoEcal1,isoHcal1,pt2,eta2,phi2,Q2,type2,sigmaEtaEta2,HoverE2,isoTrack2,isoEcal2,isoHcal2
167098,384019828,33.7109,-0.4093,0.0825,-1,EB,0.0092,0.0000,0.0000,1.3038,0.0000,41.8048,-1.3502,3.1145,1,EB,0.0089,0.0234,0.0000,1.4758,5.8783
167098,383524952,42.3605,1.0846,2.0722,-1,EB,0.0088,0.0000,0.0000,2.1297,0.0000,42.8153,2.1843,-0.9368,1,EE,0.0215,0.0000,0.0000,1.1984,0.0000
167098,383569696,41.9153,2.3916,-0.4129,-1,EE,0.0373,0.0150,9.9184,1.0594,5.0007,62.8653,2.0757,-2.5585,-1,EE,0.0199,0.0000,0.0000,0.7001,1.0390
167098,384447544,39.5766,-0.3896,1.6060,-1,EB,0.0130,0.0000,7.6167,2.6524,3.4870,38.0800,1.4688,-1.6319,-1,EB,0.0068,0.0000,2.4746,1.9915,1.1192
167098,384367029,51.0571,2.4367,1.0886,1,EE,0.0338,0.0000,3.2967,4.7537,1.4956,35.4666,2.0229,-2.2652,-1,EE,0.0227,0.0217,0.0000,7.2834,4.4823
167098,385428892,31.6612,-1.7146,0.6873,1,EE,0.0188,0.0206,17.3463,7.5771,6.7506,34.8679,-1.9882,-2.6882,1,EE,0.0197,0.0177,2.4952,1.6045,0.6682
167098,385031891,36.6855,-0.1698,1.8597,1,EB,0.0133,0.0000,20.3795,7.2641,5.5149,69.8208,0.2862,-1.1579,-1,EB,0.0100,0.0000,11.6874,10.9200,5.0490
167098,385557459,32.9704,0.0596,-2.9960,1,EB,0.0099,0.0000,0.0000,1.7980,0.0000,34.1065,-1.6885,0.0602,-1,EE,0.0132,0.0000,0.0000,2.5326,0.0000
167098,385554419,34.5528,-0.4463,-1.9001,1,EB,0.0081,0.0000,0.0000,2.6126,0.0000,40.5218,-1.7809,1.1401,-1,EE,0.0132,0.0000,0.0000,1.6688,1.0731
167098,384800617,41.5892,0.4594,-0.6460,-1,EB,0.0094,0.0887,10.6474,9.9949,5.5493,29.4588,-1.1554,-3.0687,1,EB,0.0071,0.0000,5.2839,4.1782,5.1689
167098,385059769,33.8712,-0.7329,-3.0996,1,EB,0.0082,0.0000,0.0000,1.4706,0.0000,37.0503,-2.3443,-0.0051,-1,EE,0.0256,0.0000,0.0000,0.2616,0.5862
167098,384701815,25.4186,-1.2914,-2.4682,1,EB,0.0095,0.0000,8.9645,6.8155,3.9955,42.4860,-2.0533,0.6169,-1,EE,0.0211,0.0229,3.6260,1.7597,2.2670
167098,385575623,31.9206,0.2790,-1.1728,1,EB,0.0108,0.0000,0.0000,4.5089,0.0000,40.0774,1.9915,1.7038,-1,EE,0.0193,0.0092,5.5863,0.7375,0.7831
167098,385488636,51.3022,-0.4069,-2.2473,1,EB,0.0137,0.0303,6.2610,9.3375,0.7997,37.1825,-1.5949,1.0839,-1,EE,0.0131,0.0660,22.4765,3.5181,4.9273
167098,385840756,50.9188,-2.0566,-2.1099,1,EE,0.0231,0.0397,15.8785,3.2130,3.8944,25.5957,-1.0135,1.0361,1,EB,0.0093,0.0526,24.9303,16.7941,6.9183
167098,385231984,25.5762,1.8003,-0.5404,1,EE,0.0202,0.0134,14.1609,0.6227,7.1528,37.2030,2.3935,2.5444,-1,EE,0.0279,0.0308,6.1455,1.1541,2.2510
167098,385838358,25.6169,-0.6529,-1.4317,1,EB,0.0104,0.0485,6.6557,9.6212,5.1436,43.5972,-2.3256,1.7369,-1,EE,0.0281,0.0111,2.4627,0.2734,2.1107
167098,386537713,49.4603,1.7719,1.2426,1,EE,0.0159,0.0201,2.5869,3.2764,2.7927,25.2753,1.3687,-2.2635,-1,EB,0.0084,0.0425,7.6287,5.8405,2.1345
167098,386608416,31.7101,1.6021,-2.3309,1,EE,0.0105,0.0156,0.0000,0.5465,0.0000,31.1882,-0.0708,0.6388,-1,EB,0.0099,0.0000,1.6470,2.6911,1.4469
167098,386459371,38.3431,-0.5659,-1.5995,1,EB,0.0080,0.0000,0.9063,1.7328,4.1592,35.5037,0.8486,1.4943,-1,EB,0.0086,0.0000,0.0000,2.7357,0.0000
167098,386871676,29.5489,-1.8052,1.0416,1,EE,0.0174,0.0706,12.9477,4.2747,0.0000,35.7790,-2.1283,-2.2222,-1,EE,0.0221,0.0705,7.3310,2.0906,6.4409
167098,386306647,33.9857,1.1171,2.2169,1,EB,0.0114,0.0914,25.4473,17.5352,13.0754,35.9773,1.0795,-1.3426,-1,EB,0.0086,0.1078,27.9016,10.4863,8.9369
167098,386545711,25.2034,0.4753,-3.0899,1,EB,0.0122,0.0000,16.5288,11.2420,4.6464,76.0031,0.9948,-0.0337,1,EB,0.0094,0.0713,11.0663,9.9350,4.1283
167098,385910345,41.0573,1.1339,0.4590,1,EB,0.0086,0.0000,0.0000,4.8560,0.5427,45.0572,1.1485,-2.6421,-1,EB,0.0106,0.0397,0.0000,2.5540,0.0000
167098,386798521,37.0853,-0.5069,-1.9512,1,EB,0.0081,0.0000,2.8261,2.5969,0.0000,39.2316,0.9130,1.2490,-1,EB,0.0087,0.0000,0.0000,2.2450,0.0000
167098,386638324,41.6004,0.9578,-1.3009,1,EB,0.0086,0.0000,0.0000,1.4549,0.0000,45.5655,1.5894,1.8181,-1,EE,0.0089,0.0560,0.0000,1.6393,0.0000
167098,386644158,45.1403,1.0336,-2.7633,-1,EB,0.0086,0.0000,0.0000,2.2228,0.0000,45.1084,-0.2701,1.8572,1,EB,0.0093,0.0000,0.0000,2.2302,1.5971
167098,386467077,47.5353,-1.6234,-0.8531,1,EE,0.0107,0.0000,0.0000,0.7690,3.1075,45.7058,-1.5749,2.2407,-1,EE,0.0105,0.0000,0.0000,1.1410,0.3380
167098,386171498,25.9751,-1.6003,-0.4903,-1,EE,0.0254,0.0000,5.2172,2.8363,1.1568,35.4072,-0.4718,2.4954,1,EB,0.0119,0.0000,21.4329,4.4255,3.9137
167098,388016783,28.5220,-1.5492,-1.6758,-1,EE,0.0098,0.0000,2.8438,7.3085,0.0000,28.3925,1.0994,1.5899,-1,EB,0.0118,0.0258,16.9789,10.3519,5.9214
167098,387933050,34.5999,-2.2331,-2.0839,-1,EE,0.0232,0.0296,9.4732,1.5263,6.4283,40.9165,-0.9066,1.0511,1,EB,0.0081,0.0000,0.0000,1.3158,0.0000
167098,387560770,70.2768,1.1858,3.1407,1,EB,0.0084,0.0000,0.0000,2.6351,1.5081,75.0158,1.3618,1.7398,-1,EB,0.0145,0.0132,33.9247,12.7479,5.2744
167098,388139382,31.6613,-1.4300,0.8873,-1,EB,0.0123,0.0504,2.8310,6.6824,5.3492,38.2142,0.7999,-2.1252,1,EB,0.0115,0.0000,8.3336,12.5720,0.0000
167098,387786985,55.9161,1.3544,2.8183,1,EB,0.0119,0.0473,3.6177,5.3244,1.2382,27.8629,1.0834,-0.0422,1,EB,0.0113,0.0995,21.8093,8.5004,5.3351
167098,387913513,42.5797,1.3550,2.1148,-1,EB,0.0094,0.0103,1.0184,3.7207,0.6025,36.7816,0.1730,-1.1848,1,EB,0.0101,0.0000,0.0000,3.2888,0.0000
167098,388079649,55.0078,-2.4418,0.0537,-1,EE,0.0268,0.0199,0.0000,2.2261,2.5929,41.8692,-2.3470,-2.9002,1,EE,0.0262,0.0472,0.0000,0.4284,2.2313
167098,387216385,35.3795,-0.6834,-2.2110,1,EB,0.0099,0.0000,15.0541,5.3196,1.4372,37.4352,-2.3629,0.7559,1,EE,0.0290,0.0413,3.3865,0.6982,3.2811
167098,387931473,40.9076,1.1485,-0.7218,1,EB,0.0078,0.0000,0.0000,2.8659,0.0000,45.5303,1.1073,2.2340,-1,EB,0.0064,0.0121,0.0000,1.9136,0.0000
167098,387337252,45.5803,-1.3741,0.0272,1,EB,0.0058,0.0000,0.0000,1.4985,1.2853,48.4859,-1.4622,-2.8550,-1,EB,0.0088,0.0000,1.0860,1.4262,0.4964
167098,387606477,34.4989,-0.4066,0.7428,1,EB,0.0092,0.0221,0.8147,3.6556,0.0000,29.4235,-2.1025,-2.1235,-1,EE,0.0186,0.0000,0.0000,0.5075,0.6655
167098,387236910,48.6706,-0.6303,1.6961,-1,EB,0.0091,0.0000,0.7698,2.2230,0.0000,27.9801,0.5574,-1.4120,1,EB,0.0189,0.0000,18.5009,13.2214,0.0000
167098,387826830,37.7066,-0.6273,-0.0047,1,EB,0.0152,0.0852,28.9573,13.3322,2.4364,41.3695,-2.4491,3.0629,1,EE,0.0268,0.0056,0.0000,4.3306,1.2329
167098,387779635,48.5905,0.9857,0.4050,1,EB,0.0090,0.0000,0.0000,0.8849,0.0000,41.1788,0.9320,-2.7321,-1,EB,0.0085,0.0000,0.0000,2.0039,6.5606
167098,387879411,44.9372,-1.7122,-1.1417,-1,EE,0.0136,0.0000,0.0000,1.9088,0.3378,46.2292,-1.8831,2.0772,1,EE,0.0162,0.0133,0.0000,0.9200,0.0000
167098,387690791,46.8072,2.6097,-2.6415,-1,EE,0.0362,0.0656,2.9101,7.6658,12.0617,32.7067,0.6466,0.1827,1,EB,0.0104,0.0000,14.6927,7.3079,1.7134
167913,11996481,33.6917,0.2368,2.7593,-1,EB,0.0097,0.1031,16.3751,8.6189,0.8703,42.2556,-1.3336,-0.7387,-1,EB,0.0100,0.0000,10.7981,8.3352,5.8765
167913,12147497,48.1021,-0.2485,0.5264,1,EB,0.0091,0.0502,0.0000,1.1208,0.0000,44.1908,-0.1421,3.1031,-1,EB,0.0111,0.0000,1.3271,3.3658,3.4328
167913,12315188,33.2769,-0.1622,0.1435,1,EB,0.0094,0.0000,3.7368,3.8216,4.2022,30.8638,1.5219,-2.9174,-1,EE,0.0097,0.0189,0.0000,2.1629,0.5249
167913,11774085,41.6684,-0.2290,-1.5362,-1,EB,0.0086,0.0000,4.6268,4.4480,2.0196,44.9898,-0.9746,1.6003,1,EB,0.0091,0.0000,0.0000,1.4719,0.0000
167913,11886173,38.9325,1.4556,-2.3282,1,EB,0.0072,0.0000,0.0000,0.6634,0.0000,53.1278,1.1451,1.2286,-1,EB,0.0070,0.0000,0.0000,1.7568,0.0000
167913,12618757,35.6021,-1.9098,-0.3488,1,EE,0.0158,0.0000,2.7685,7.6997,1.3982,37.0819,-0.0968,2.9149,1,EB,0.0142,0.1147,28.2941,5.2815,2.9944
167913,11954007,32.6002,-1.3900,-2.6315,-1,EB,0.0105,0.0437,13.9101,8.2823,6.2598,35.0920,-0.9437,0.5909,-1,EB,0.0124,0.0289,12.0610,9.4282,7.5794
167913,11758838,32.0517,1.2213,1.5032,-1,EB,0.0115,0.0975,0.0000,8.2393,8.5656,73.0281,1.3327,-1.6242,1,EB,0.0092,0.1461,12.9918,6.2244,7.5840
167913,11841334,40.9476,2.1708,2.6531,1,EE,0.0222,0.0643,31.5893,3.0190,4.6699,30.9387,1.4311,-0.4157,-1,EB,0.0099,0.0000,3.7167,7.2131,0.9276
167913,11960838,39.2873,-0.4694,-2.0275,-1,EB,0.0175,0.1334,12.5600,8.9248,3.4563,35.6509,-1.0294,0.9972,1,EB,0.0120,0.0239,7.2393,3.0646,2.2060
167913,12557462,42.1563,-0.4156,0.0292,-1,EB,0.0119,0.0000,1.1508,5.3014,0.0000,45.0208,-0.3204,3.1111,1,EB,0.0080,0.0000,1.1121,3.1052,0.0000
167913,12618518,95.8106,-1.9400,2.6205,1,EE,0.0229,0.0156,0.0000,1.7429,4.4408,53.3134,-1.7656,-2.4141,1,EE,0.0149,0.0000,2.1397,1.3242,0.0000
167913,11801579,36.9615,1.8910,2.9443,1,EE,0.0176,0.0000,5.9531,0.9397,0.8110,45.0304,1.1764,0.3048,-1,EB,0.0073,0.0000,0.8577,1.4112,0.0000
167913,11896298,29.7711,-0.5211,-0.4747,1,EB,0.0084,0.0000,0.0000,1.2930,0.0000,44.3574,0.9978,1.7970,-1,EB,0.0079,0.0411,0.0000,3.1432,0.0000
167913,11969111,39.4116,1.2940,0.0581,-1,EB,0.0135,0.1174,27.5432,8.0602,7.7402,37.5985,1.9720,2.8559,-1,EE,0.0233,0.0115,6.2481,6.4582,9.3486
167913,11945744,49.1877,-0.8433,-0.0484,-1,EB,0.0127,0.1131,21.0806,12.0514,2.3853,55.1750,-1.5893,3.1269,1,EE,0.0163,0.0382,9.3766,5.6115,2.3775
167913,12617848,27.9331,-0.0098,-2.0828,-1,EB,0.0131,0.0275,7.6615,5.6075,0.7701,33.0212,-2.2073,0.6778,-1,EE,0.0215,0.0000,0.0000,0.4952,1.5616
167913,13125044,27.7802,0.2316,-1.5583,-1,EB,0.0131,0.0000,5.3266,6.8967,0.0000,38.8187,-0.0824,1.8133,-1,EB,0.0115,0.0580,5.4275,7.8007,1.5995
167913,13248958,48.4136,-0.9044,2.4884,-1,EB,0.0090,0.0000,0.0000,2.0062,0.0000,27.0851,-2.2294,-0.5858,1,EE,0.0206,0.0112,0.0000,0.5586,0.2072
167913,13547286,29.5117,-1.1364,0.7746,-1,EB,0.0080,0.0000,0.0000,0.7393,0.0000,61.5473,-1.8462,-1.6104,1,EE,0.0142,0.0000,0.0000,1.1442,0.0000
167913,13244611,50.2890,0.6997,2.8560,-1,EB,0.0096,0.0117,44.0360,7.9954,2.5455,32.5696,-1.0685,-0.7493,-1,EB,0.0128,0.0000,43.3507,15.3455,13.4473
167913,12963533,43.8174,-2.0567,-0.7364,1,EE,0.0182,0.0122,6.3787,0.2369,0.9684,27.6277,-0.9319,2.2232,1,EB,0.0162,0.0656,5.9366,5.9631,2.4835
167913,13455636,41.2769,0.2975,-1.4593,-1,EB,0.0091,0.0000,0.0000,1.6354,0.8237,41.5019,1.0825,1.6780,1,EB,0.0073,0.0000,0.0000,2.5686,0.0000
167913,13046919,31.9943,-0.5727,-1.3857,-1,EB,0.0085,0.0000,0.0000,1.7586,0.0000,28.7268,1.2756,1.7866,1,EB,0.0092,0.0000,0.0000,1.4654,0.0000
167913,13230743,47.1187,-1.2098,-1.5356,-1,EB,0.0082,0.0000,0.0000,2.1584,0.0000,43.0495,-1.4088,1.4535,1,EB,0.0086,0.0000,0.0000,3.1596,0.3612
167913,12949806,46.4559,2.1217,1.1696,1,EE,0.0217,0.0041,1.0132,2.0800,0.7948,46.0753,2.4547,-2.0253,-1,EE,0.0311,0.0000,0.9038,1.6708,0.5647
167913,12765570,31.2201,-1.7549,3.1165,1,EE,0.0195,0.0558,8.7131,4.1620,3.2380,46.0709,-1.4475,-0.7348,-1,EB,0.0109,0.0739,11.0412,10.4911,0.6546
167913,13811968,35.3529,0.8517,-0.9623,-1,EB,0.0113,0.0683,15.7117,4.9896,2.2977,35.9350,0.4971,2.2965,1,EB,0.0096,0.0000,7.0583,5.4719,1.4892
167913,14481300,29.3203,-1.3928,0.1924,-1,EB,0.0134,0.0167,15.4842,9.4794,3.2303,76.1498,0.1269,-2.2271,1,EB,0.0122,0.1356,10.3862,4.4874,7.3303
167913,14600724,33.9233,2.5231,1.0762,1,EE,0.0281,0.0000,0.0000,5.6256,0.0000,44.2893,2.0215,-2.1248,-1,EE,0.0217,0.0073,0.0000,0.1316,0.0000
167913,14209013,36.4901,0.2665,0.1400,1,EB,0.0087,0.0000,0.0000,2.5802,0.0000,37.6014,1.3255,-2.9807,-1,EB,0.0086,0.0949,1.9689,2.2866,0.2888
167913,14234517,53.8720,-0.8496,-1.8442,-1,EB,0.0082,0.0280,13.1979,6.8557,0.0000,31.8107,-0.0397,1.0013,-1,EB,0.0091,0.0000,15.4397,10.2402,2.6056
167913,13750827,42.7593,0.4281,1.3028,1,EB,0.0111,0.0214,0.0000,2.2906,0.0000,47.9551,0.5708,-1.7202,-1,EB,0.0064,0.0000,0.0000,1.9373,0.0000
167913,14134799,28.3411,1.3824,-0.7059,-1,EB,0.0122,0.0575,11.8127,5.7343,0.8230,26.4358,-0.5042,2.2209,-1,EB,0.0087,0.0592,4.6319,3.1148,1.9242
167913,14291254,44.5847,1.3190,-0.3467,-1,EB,0.0071,0.0000,0.0000,0.9054,0.0000,44.0975,0.9138,2.7554,1,EB,0.0078,0.0000,0.0000,1.2873,0.0000
167913,14143650,34.6343,-1.1952,1.6003,1,EB,0.0070,0.0000,0.0000,1.4087,0.6103,30.9639,0.5052,-1.8396,-1,EB,0.0086,0.0000,1.4496,1.6456,1.1982
167913,15772440,41.3051,1.3941,-2.3329,1,EB,0.0087,0.0651,0.0000,2.2638,3.4532,34.4791,1.0666,0.7343,-1,EB,0.0140,0.0000,9.9075,6.5117,0.6047
167913,15146395,31.7291,1.0497,-0.3613,-1,EB,0.0111,0.0186,8.7506,10.0180,2.3089,68.4636,2.4137,2.5524,1,EE,0.0259,0.0033,0.0000,5.9095,1.9870
167913,15020970,44.0304,1.0526,-0.7500,-1,EB,0.0112,0.0000,3.4878,7.1396,4.6793,39.5755,2.3023,2.2457,-1,EE,0.0322,0.0224,19.1351,2.5658,8.5511
167913,15582506,49.5734,-0.6686,-1.6608,1,EB,0.0084,0.0000,0.0000,1.2636,0.0000,38.3588,-0.6491,1.4843,-1,EB,0.0079,0.0000,0.0000,1.5944,0.0000
167913,14791803,30.2841,2.2388,-1.8286,1,EE,0.0366,0.0417,8.2057,4.0352,3.1123,51.0646,2.4174,1.3256,1,EE,0.0243,0.0113,0.7418,0.4161,0.5486
167913,15446263,54.6029,-1.0837,-0.1618,1,EB,0.0088,0.0000,17.9357,8.5674,0.0000,52.9139,-1.4022,2.9354,-1,EB,0.0103,0.0000,12.8008,20.3699,0.8341
167913,15795439,37.8023,-0.5191,3.1360,-1,EB,0.0090,0.0165,0.0000,2.3236,0.0000,31.5335,-1.8850,-0.1238,1,EE,0.0145,0.0000,2.5598,0.6247,0.0000
167913,14949706,49.4666,1.8842,0.8398,1,EE,0.0189,0.0000,2.6804,5.2904,0.3938,30.0073,1.3144,-2.2712,-1,EB,0.0116,0.1292,5.9967,11.1630,3.0380
167913,14959158,26.9761,1.1363,0.7127,1,EB,0.0157,0.0000,7.3774,4.3180,0.0000,25.4307,-0.4087,-2.7432,-1,EB,0.0167,0.0791,16.0626,11.0471,11.2017
167913,15597510,27.9490,-0.1266,-2.1600,1,EB,0.0094,0.0000,0.0000,12.2522,3.3222,34.1406,2.2565,0.8994,-1,EE,0.0224,0.0000,0.0000,2.1465,1.6921
167913,16754976,41.4865,0.5054,2.6167,1,EB,0.0086,0.0000,0.0000,0.4392,0.0000,54.1174,0.8034,-0.1439,-1,EB,0.0082,0.0106,0.0000,2.6502,0.0000
167913,16044531,38.0209,-1.3265,-0.2401,-1,EB,0.0085,0.0000,5.0898,8.1777,4.9502,36.0999,-0.6768,2.9919,-1,EB,0.0107,0.0627,30.9264,6.1822,13.7496
167913,16568572,42.9802,-0.2233,-2.8439,-1,EB,0.0095,0.0000,0.0000,2.8510,3.3807,33.1307,0.9542,0.2574,1,EB,0.0086,0.0000,0.0000,1.6382,0.0000
167913,16646828,25.5160,0.7615,-3.1071,1,EB,0.0122,0.0836,15.3144,3.3619,3.9828,41.4338,1.4338,0.1921,-1,EB,0.0104,0.0628,11.6100,6.6315,1.5658
167913,16794916,41.1426,0.7161,-1.7044,-1,EB,0.0079,0.0000,1.2346,1.3673,0.0000,33.2646,2.1316,1.2875,1,EE,0.0192,0.0000,0.0000,1.0533,0.0000
167913,16053013,29.3897,0.4644,2.2519,1,EB,0.0087,0.1339,5.7495,4.3687,3.4033,47.1944,1.8774,-1.0152,1,EE,0.0210,0.0000,4.7607,0.9789,1.9724
167913,16811141,45.4224,-0.1241,-0.6190,1,EB,0.0095,0.0000,0.0000,1.7513,0.0000,40.0211,-0.6625,2.5448,-1,EB,0.0086,0.0159,0.0000,2.4351,0.0000
167913,15984963,42.7485,0.9821,2.9224,-1,EB,0.0075,0.0000,0.0000,0.9500,0.0000,49.4264,0.7428,-0.1173,1,EB,0.0087,0.0000,0.0000,2.7480,0.0000
167913,16325603,39.3117,-1.0206,1.9082,-1,EB,0.0086,0.0000,3.3754,3.5650,2.0186,47.1520,-2.1297,-0.4492,1,EE,0.0283,0.0253,0.0000,2.0549,1.9005
167913,16658154,41.3860,-0.3598,-2.6390,1,EB,0.0087,0.0000,0.0000,2.0460,1.4097,38.5691,0.9932,0.9975,-1,EB,0.0059,0.0000,0.0000,3.7602,0.4773
167913,16732002,27.5881,-0.5099,1.7528,-1,EB,0.0092,0.0000,7.7477,3.3321,1.5687,31.6301,-2.1743,-0.7721,1,EE,0.0197,0.0000,0.0000,0.2632,0.1432
167913,15892142,25.2999,-0.9592,-1.2375,1,EB,0.0121,0.0656,10.7053,7.5677,1.9400,26.0850,-2.2073,1.9771,1,EE,0.0228,0.0000,1.0018,2.4645,0.1613
167913,16554102,28.1509,0.5747,-1.8186,1,EB,0.0090,0.0000,1.2633,7.6339,0.0000,31.7721,-0.6870,2.1567,1,EB,0.0087,0.0000,22.3761,7.5302,0.0000
167913,16790318,53.1823,0.1213,-0.0435,1,EB,0.0095,0.0000,0.0000,1.9128,1.6227,31.8986,-0.6967,2.6275,-1,EB,0.0083,0.0000,0.0000,1.7715,0.0000
167913,16872433,26.9321,-1.4163,0.9859,-1,EB,0.0088,0.0000,0.0000,2.8695,1.0156,31.7802,0.4539,-2.1399,1,EB,0.0074,0.0000,0.0000,0.8630,0.0000
167913,16386751,31.2507,-1.0438,-2.0278,1,EB,0.0094,0.1088,6.1030,5.4540,1.2918,42.1497,-1.3004,1.5447,-1,EB,0.0109,0.0000,4.1582,4.5178,0.9457
167913,16784983,38.2498,0.9182,-2.2991,-1,EB,0.0087,0.0000,0.0000,1.1024,0.0000,26.2907,1.8597,0.9206,1,EE,0.0161,0.0000,0.9593,1.6164,1.4213
167913,15967158,33.0090,2.5776,2.2970,-1,EE,0.0288,0.0050,0.0000,0.1182,0.1354,32.1103,0.7353,-0.8677,1,EB,0.0089,0.0000,0.0000,1.1104,1.9472
167913,16610806,29.7851,-1.6906,-0.7626,-1,EE,0.0163,0.0611,26.7166,3.6308,4.5334,42.5652,-0.8422,2.7174,-1,EB,0.0163,0.0220,12.4852,8.9718,6.4047
167913,16448583,38.8967,-1.5567,2.5869,1,EE,0.0113,0.0000,0.0000,2.2335,0.4095,38.1987,-2.3493,-0.5363,-1,EE,0.0247,0.0087,0.0000,0.0000,0.0000
167913,17988520,76.1678,-1.1832,-0.2908,-1,EB,0.0124,0.0362,9.2240,5.7582,9.6145,33.2679,-2.2398,2.8699,-1,EE,0.0261,0.1005,10.1641,0.2399,5.1629
167913,17545176,52.7100,0.1633,-1.3209,-1,EB,0.0087,0.0000,0.0000,1.7740,0.0000,51.6402,-0.0827,1.8665,1,EB,0.0092,0.0000,0.0000,1.7961,0.0000
167913,17361811,27.5659,-2.5040,-1.5220,1,EE,0.0562,0.0382,3.0385,3.8436,2.7620,35.1324,-2.0470,1.6175,-1,EE,0.0168,0.0275,9.0851,2.2824,3.2771
167913,17350757,34.0818,0.7608,2.7459,-1,EB,0.0099,0.0990,2.9382,2.9453,3.9300,25.7720,0.1258,-0.5842,-1,EB,0.0090,0.0000,9.1143,7.0747,4.1120
167913,17037379,46.4664,1.2271,-2.7644,-1,EB,0.0080,0.0000,0.0000,1.5664,0.0000,43.5461,1.1295,0.1141,1,EB,0.0086,0.0000,2.9799,2.5124,0.0000
167913,17407235,29.2441,-0.3841,-2.7802,-1,EB,0.0104,0.0290,12.3537,4.7794,11.2251,40.9561,-0.9360,0.0870,1,EB,0.0126,0.0000,8.4417,11.7145,2.6149
167913,17925683,43.9059,-0.2661,2.6861,1,EB,0.0090,0.0000,0.0000,1.2112,0.7186,26.7738,-1.7666,-0.1101,-1,EE,0.0136,0.0000,0.0000,0.6518,0.3421
167913,17015354,29.3272,1.0624,-0.1087,-1,EB,0.0133,0.0760,5.0885,12.3161,5.2140,32.4079,0.6760,3.1339,-1,EB,0.0096,0.0241,9.1344,7.7706,9.1708
167913,18028461,36.0392,0.6407,-2.6825,-1,EB,0.0092,0.0000,0.0000,1.7212,0.0000,37.7547,-0.7580,0.5181,1,EB,0.0088,0.0000,0.0000,1.3272,0.0000
167913,17165910,69.9109,-2.4569,-0.2265,-1,EE,0.0271,0.0000,0.0000,0.0000,0.0000,32.1402,-1.6196,-2.4207,1,EE,0.0098,0.0000,0.0000,2.7701,0.0000
167913,17790182,47.8595,-2.4842,-2.4871,-1,EE,0.0336,0.0000,0.0000,1.6483,0.0000,28.6281,-1.5632,0.4950,-1,EE,0.0150,0.0461,9.8284,3.0251,1.2183
167913,18062438,41.2679,-1.7388,1.9247,1,EE,0.0166,0.0000,0.0000,2.2279,0.0000,32.6920,-0.2611,-1.9862,-1,EB,0.0087,0.0000,1.6286,2.3106,0.0000
167913,17698378,32.5404,0.5806,3.0323,1,EB,0.0084,0.0000,0.0000,1.2720,0.0000,28.0335,-1.5815,0.3724,-1,EE,0.0094,0.0000,0.0000,1.7735,1.3102
167913,17092791,28.0557,-0.7390,1.6881,-1,EB,0.0111,0.0329,13.1306,9.2636,7.7540,29.1677,1.8302,-1.3222,1,EE,0.0125,0.0232,2.7819,2.9167,1.4789
167913,18031055,28.3300,-0.7382,0.6132,1,EB,0.0073,0.0000,0.0000,1.4388,0.0000,33.9668,1.1110,-2.5132,-1,EB,0.0082,0.0000,1.1484,0.6249,0.0000
167913,17071983,33.4391,1.0958,1.9578,1,EB,0.0118,0.0000,6.1239,4.3067,0.5578,45.4959,0.4648,-1.2639,1,EB,0.0121,0.0322,10.1109,5.7473,0.0000
167913,18064751,34.8893,0.9924,-1.7161,1,EB,0.0091,0.0000,0.0000,1.4419,0.8156,49.1864,2.2087,0.3295,-1,EE,0.0207,0.0000,0.0000,0.2721,0.1716
167913,51414194,41.2027,-0.8102,-0.5985,-1,EB,0.0090,0.0000,0.0000,2.5878,0.7858,39.0946,-1.8548,2.6641,1,EE,0.0167,0.0000,0.0000,0.7063,0.2888
167913,51430018,28.1518,-2.1771,-0.1273,1,EE,0.0248,0.0546,8.9337,0.8403,5.0947,33.0008,-0.9139,-2.9825,-1,EB,0.0123,0.0250,8.4007,11.3145,0.0000
167913,51644922,28.3234,-2.1037,1.4753,-1,EE,0.0168,0.0000,0.0000,0.7528,0.0000,34.6070,-0.8801,-1.6577,1,EB,0.0082,0.0000,13.5050,5.6648,6.1585
167913,52028450,40.0092,0.0154,1.9768,-1,EB,0.0131,0.0397,8.5624,7.8570,3.2479,38.6962,-0.7049,-1.3587,1,EB,0.0132,0.0627,16.6861,6.0668,2.2183
167913,52268205,47.1952,-1.8641,2.9902,1,EE,0.0166,0.0193,0.0000,0.7553,0.0000,44.1627,-2.2993,-0.2382,-1,EE,0.0279,0.0051,0.8754,0.3474,0.4969
167913,52294317,46.3086,2.0564,3.1197,1,EE,0.0308,0.0509,2.9935,1.6399,5.1214,46.0422,1.0333,-0.4078,1,EB,0.0092,0.0000,5.0146,5.2593,0.7684
167913,51889430,54.3844,0.0273,-0.7284,-1,EB,0.0094,0.0000,0.0000,3.2248,0.0000,42.1265,1.1435,0.9831,1,EB,0.0075,0.0000,0.0000,2.7781,0.6226
167913,51601096,38.5864,0.3379,-0.7930,1,EB,0.0073,0.0000,0.0000,2.3493,0.7250,41.1806,1.3373,2.3133,-1,EB,0.0087,0.0000,4.2336,2.2252,0.4932
167913,51846848,40.5869,0.4896,2.6660,-1,EB,0.0092,0.0197,0.0000,2.4912,0.6622,45.1595,1.3512,-0.4338,1,EB,0.0075,0.0000,0.0000,4.6001,0.9030
167913,52048392,25.7329,1.8195,-2.6657,1,EE,0.0165,0.0322,2.4301,1.4943,2.5794,58.8621,2.0677,0.6710,-1,EE,0.0190,0.0350,10.3929,3.5598,2.2096
